RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
724,99042908,Johnston,439,France,Female,46,4,245483.57,1,1,1,85819.56
725,54705322,Sampson,613,France,Female,27,6,0.0,3,1,1,193560.05
726,19641647,Key,442,Germany,Female,29,0,0.0,1,1,0,144784.53
727,49695426,Chambers,759,Spain,Male,47,0,238502.96,2,1,0,82357.55
728,10023439,Adams,807,Germany,Female,58,8,0.0,1,1,1,3819.86
729,86904018,Williams,439,Germany,Male,18,4,15920.79,3,1,0,6819.14
730,87998941,Avila,767,France,Male,22,4,23374.72,2,1,1,136960.74
731,35782888,Ruiz,464,Spain,Male,37,2,152592.73,1,1,1,167547.75
732,28263925,Pearson,454,Germany,Female,25,4,0.0,2,1,1,141540.53
733,31326009,Moon,740,France,Female,60,2,0.0,1,1,1,81177.55
734,48648091,White,545,France,Male,29,8,122050.74,3,0,1,6227.15
735,94130441,Richards,663,France,Female,18,8,0.0,1,1,1,193480.33
736,67302033,Walters,850,Germany,Male,74,5,174441.88,1,1,1,197267.21
737,92727325,Vasquez,463,France,Male,71,0,237251.25,2,1,1,109872.91
738,65400355,Davis,842,Spain,Female,37,6,0.0,2,1,1,14134.19
739,67794979,Bailey,424,France,Female,45,6,0.0,1,0,0,108194.5
740,31467164,Cook,762,France,Female,74,9,183071.77,2,0,1,178467.69
741,33494287,Santiago,725,Germany,Male,60,9,218723.52,1,0,0,135997.1
742,32506047,Hodge,769,Spain,Male,54,3,161242.02,1,1,0,143997.85
743,36706369,Rivera,566,France,Female,64,7,217895.89,2,1,1,16993.97
744,85578042,Steele,626,Germany,Male,54,5,200053.92,1,1,0,21302.33
745,59903981,Roberts,598,France,Male,29,3,207193.98,1,1,1,25469.76
746,24998645,Landry,513,Germany,Male,54,3,39915.38,2,1,1,180875.37
747,81035291,Cervantes,743,Spain,Female,66,1,54021.67,1,0,1,105169.93
748,41797603,Pierce,706,Spain,Female,66,1,147742.99,2,0,1,158315.02
749,28554398,Gibson,806,France,Female,73,3,0.0,1,1,0,23058.25
750,61025568,Edwards,757,France,Male,61,4,30827.91,1,1,0,185528.54
751,82803030,Morris,541,Germany,Female,73,7,0.0,1,1,1,164228.42
752,10435643,Cordova,576,France,Male,45,5,0.0,2,1,0,44952.83
753,76649133,Powell,526,Germany,Male,64,3,168808.92,2,1,0,174836.45
754,98677424,Robertson,448,Germany,Male,32,10,0.0,1,0,0,52688.55
755,48956314,Travis,845,France,Female,23,6,24929.22,1,1,1,41067.98
756,91754584,Sandoval,385,Spain,Male,61,7,113677.45,3,1,0,52848.79
757,28735519,Daniels,815,France,Female,76,1,90944.06,1,1,0,181991.01
758,19814615,Gutierrez,846,Spain,Male,78,6,0.0,3,0,0,183118.4
759,90485496,Lopez,836,Spain,Female,37,1,120395.6,1,1,1,65799.15
760,23464891,Cox,445,Germany,Female,67,1,55680.87,2,1,0,141086.84
761,56660043,Avila,501,France,Female,31,7,0.0,1,0,0,135149.05
762,61985634,Garrett,500,Spain,Female,19,1,0.0,3,1,1,161312.53
763,59999950,Wolf,539,Spain,Female,26,10,0.0,2,0,0,59301.9
764,23491953,Harris,573,France,Female,80,8,82434.25,1,1,1,102027.71
765,31104159,Dunn,386,France,Female,54,0,238944.82,1,1,1,133534.79
766,96032082,Pennington,617,France,Female,37,8,0.0,2,1,1,5251.36
767,46570182,Kim,718,Spain,Male,43,0,188758.02,2,1,1,75347.75
768,35832319,Wolfe,532,Spain,Male,46,9,53591.54,1,0,1,139177.67
769,89508676,Martinez,362,Spain,Male,18,9,37416.91,1,0,1,50519.02
770,59328185,Dudley,628,Spain,Male,72,1,125745.76,2,0,0,191540.82
771,10058791,Lynch,566,France,Male,52,5,95183.49,1,0,1,6032.27
772,90487892,Allen,704,France,Female,23,5,92863.49,2,1,0,191617.44
773,54919407,Moore,710,France,Female,54,0,191662.64,1,0,0,43352.77
774,51764274,Pierce,635,France,Female,70,6,0.0,3,1,1,9764.41
775,77247982,Tran,622,Germany,Female,76,7,134338.52,3,1,0,58494.81
776,73443782,Davis,718,Spain,Female,22,1,26542.69,4,1,0,157256.46
777,50822948,Gay,411,Spain,Male,50,7,0.0,1,1,0,150488.4
778,99831126,Durham,433,France,Male,66,8,100481.85,3,1,1,41768.08
779,66886602,Murray,717,Germany,Female,68,5,82629.56,1,1,0,39358.03
780,79835081,Wilson,566,Germany,Male,31,4,227464.22,2,0,0,128515.98
781,32639736,Collier,691,France,Male,29,8,0.0,2,1,1,91616.54
782,20739924,Jimenez,746,Germany,Female,59,10,23126.36,1,1,0,158457.99
783,40461750,Moran,536,France,Female,37,8,0.0,3,1,0,4826.56
784,29247610,Hicks,368,Spain,Male,70,0,136736.34,1,1,0,122082.37
785,27366568,Hill,526,Germany,Male,67,10,0.0,2,1,1,146134.4
786,51970464,Davenport,449,Spain,Female,41,2,34331.16,2,1,0,198677.22
787,17026855,Baird,745,France,Male,76,8,76514.64,2,1,0,135756.34
788,13804130,Sanchez,794,France,Female,60,10,225765.76,1,1,1,46369.03
789,50859169,Arnold,582,France,Male,79,1,0.0,1,1,1,21637.24
790,56406627,Reyes,752,Spain,Male,51,3,0.0,2,1,1,128183.35
791,18661978,Weeks,425,Spain,Female,42,3,174556.42,1,0,0,104636.61
792,17707410,Romero,614,France,Male,67,1,52345.54,1,1,1,179829.06
793,22928708,Suarez,804,Spain,Female,46,2,19824.15,1,1,1,145321.6
794,78148926,Shields,633,France,Male,74,2,123403.71,1,0,1,101948.49
795,42150748,Hill,555,France,Male,56,0,71866.84,3,1,0,80717.89
796,97624713,Tyler,572,Germany,Female,48,5,0.0,1,1,1,80874.94
797,52103927,Perry,733,Spain,Male,73,7,117364.13,2,1,1,45260.86
798,26653946,Villa,401,France,Female,64,2,68446.8,1,0,1,3465.19
799,31669110,Romero,688,France,Female,60,4,212793.0,1,1,1,114982.12
800,90731495,Hoover,716,France,Male,67,0,55006.53,1,1,1,42482.95
801,67866124,Campbell,493,France,Female,40,9,235033.55,1,1,0,41665.38
802,11817820,Evans,722,Spain,Female,61,6,0.0,1,1,0,25076.25
803,85158276,Matthews,418,Germany,Female,55,9,128102.08,2,1,1,37919.1
804,71294073,Duarte,448,France,Male,37,0,129403.94,1,0,1,6357.83
805,40557241,Burns,745,France,Female,40,10,90602.44,1,1,1,134846.29
806,66239231,Hernandez,374,Spain,Female,79,8,197614.96,1,0,0,80279.42
807,52697420,Ryan,785,Germany,Male,62,7,119636.27,1,1,0,112304.92
808,15118037,Reed,728,Germany,Female,69,6,103766.45,3,1,0,127391.52
809,38668007,Arnold,818,France,Female,33,9,147202.93,2,1,0,194496.91
810,86628172,Daniels,833,Spain,Female,67,6,0.0,1,0,1,13653.17
811,88076544,Gibson,402,France,Male,59,4,129786.08,1,1,1,83583.54
812,40977061,Morris,500,Germany,Male,77,4,71539.13,4,0,1,49179.59
813,54029548,Lopez,493,Spain,Male,72,10,181039.75,1,1,1,95342.39
814,27704244,Terry,406,France,Male,25,4,95910.69,2,1,0,184094.46
815,68317875,Armstrong,388,France,Male,67,0,77112.72,1,1,1,144796.85
816,78937728,Hall,458,France,Male,38,7,0.0,3,1,0,132389.92
817,14282378,Rowe,530,France,Female,18,10,0.0,3,0,0,88249.18
818,19545529,Williams,391,France,Male,72,0,92001.9,2,1,1,134222.5
819,69986666,Garner,535,Spain,Male,25,3,0.0,1,1,0,6475.08
820,78613759,Thornton,772,France,Male,46,8,128417.61,1,1,0,117247.73
821,68123477,Shepherd,747,Germany,Male,49,8,49014.69,1,1,1,110755.31
822,38788706,Hughes,572,Spain,Female,55,4,0.0,1,1,0,69328.09
823,82405947,Alvarado,471,Spain,Female,22,3,66541.17,1,1,0,40302.83
824,72012146,Hoover,482,Germany,Male,64,2,158739.49,1,1,1,161511.11
825,41236613,Pollard,512,France,Female,39,2,0.0,2,1,0,10772.42
826,47717406,Simpson,564,France,Male,64,4,130069.72,2,1,0,13934.57
827,51865206,Johnson,570,France,Female,51,9,0.0,1,1,1,88104.35
828,30403207,Shaw,584,Germany,Male,18,0,174865.94,1,0,0,50510.91
829,25058948,Lawrence,680,France,Male,72,4,175389.06,4,1,1,149090.48
830,64672053,Kane,495,France,Male,72,5,0.0,1,0,0,126838.02
831,68809323,Sawyer,588,France,Male,43,6,0.0,2,0,0,154506.96
832,89745296,Alexander,425,Germany,Female,60,8,13515.31,1,1,1,64935.79
833,67741733,Fox,358,France,Male,27,2,132192.5,1,1,1,148103.79
834,41508744,Bryant,423,France,Female,47,1,106569.53,1,0,0,172460.65
835,83553353,Bowen,791,France,Female,67,2,103483.85,1,1,1,69054.9
836,86441811,Ortiz,841,Germany,Female,35,8,81509.18,2,1,0,67979.16
837,21297549,Pena,750,Germany,Male,34,6,158499.28,2,1,1,179990.28
838,71844121,Moore,602,France,Female,43,8,234289.66,1,1,0,9958.05
839,22715228,Harrison,579,Spain,Female,25,1,232863.25,4,1,0,70037.88
840,56930266,Costa,356,France,Female,64,4,146631.5,1,1,0,23734.5
841,33582744,Morgan,523,France,Male,57,3,169756.12,4,0,0,5796.12
842,97633315,Schwartz,490,France,Female,66,1,131679.91,4,0,0,22573.88
843,55881039,Santos,517,Germany,Male,29,8,73619.51,1,0,1,86249.16
844,48822304,Christian,519,Germany,Female,44,8,0.0,1,1,1,137391.21
845,82989186,Phelps,742,France,Female,25,5,0.0,1,1,0,57856.48
846,22837078,Villarreal,783,Germany,Male,42,10,232015.49,2,1,0,169935.06
847,57813521,James,632,France,Male,63,5,233184.54,2,1,1,87523.13
848,26431080,Stewart,471,Spain,Female,21,7,62967.78,4,1,1,193645.61
849,30967851,Higgins,543,Germany,Male,50,5,0.0,2,0,1,190831.13
850,26982748,Malone,354,Germany,Female,18,0,211468.78,1,1,1,154655.24
851,14844218,Brennan,378,Germany,Female,36,3,206053.67,1,1,1,186481.1
852,17006423,Johnson,514,Spain,Male,48,6,0.0,2,0,0,141419.22
853,71894364,Jones,771,Spain,Male,33,1,123334.34,1,0,0,179116.64
854,77586427,Welch,688,Germany,Male,31,8,18256.77,2,1,1,47294.74
855,67742937,Mccall,485,France,Female,70,7,22192.62,1,1,1,69084.04
856,18560871,Bright,845,France,Female,65,7,0.0,1,1,1,150586.01
857,76982145,Francis,714,France,Female,22,6,0.0,1,1,1,84912.25
858,80131352,Hamilton,670,Germany,Male,58,3,102105.39,2,1,1,167465.49
859,31484799,Garcia,691,France,Male,43,1,223362.93,1,0,1,175527.77
860,27482130,Schultz,849,Spain,Male,79,2,169298.26,2,1,1,59945.9
861,63172647,Brennan,494,France,Female,45,5,59349.16,1,1,1,164690.16
862,81619329,Wallace,676,Spain,Male,19,4,0.0,2,1,1,30852.85
863,61830738,Benson,566,France,Male,67,7,0.0,2,1,0,66839.34
864,31416125,Berger,650,Germany,Female,23,5,33274.9,1,1,1,103592.99
865,94614746,Williams,481,France,Male,80,5,119562.13,2,1,1,45288.75
866,70974005,Flynn,641,Germany,Male,26,0,185200.41,1,1,0,115853.57
867,55564076,Carter,419,France,Female,50,3,172932.96,1,1,0,115739.02
868,86102390,Brooks,601,France,Female,58,4,204777.28,1,1,0,41380.58
869,86488447,Thomas,764,Spain,Female,42,10,117824.36,2,0,1,159128.27
870,66298099,Schmidt,624,France,Female,65,2,0.0,3,1,1,126328.9
871,73470128,Knight,794,France,Female,30,8,0.0,2,1,1,63552.1
872,30571362,Sparks,713,France,Female,26,0,0.0,2,1,1,46436.96
873,46114341,Jackson,531,Spain,Male,70,5,160929.5,2,0,0,175750.03
874,86210813,Miller,516,France,Male,30,5,30464.4,1,1,1,167148.45
875,27712052,Pitts,440,Germany,Female,48,9,0.0,3,1,1,45952.13
876,91946836,Harvey,551,France,Female,58,4,197337.45,1,1,0,7121.05
877,50090223,Allen,695,France,Male,28,4,0.0,4,1,1,160906.52
878,82479471,Durham,368,Spain,Female,21,9,0.0,2,1,1,123101.71
879,52947221,Thomas,388,France,Female,51,4,218644.55,2,1,1,20176.41
880,81129226,Murray,475,Germany,Male,78,5,61723.09,2,1,1,117471.64
881,88157681,King,800,France,Male,55,7,130631.23,1,1,0,90436.54
882,14626940,Scott,522,France,Female,63,1,173628.52,2,0,0,154910.07
883,50997349,Smith,490,Germany,Female,21,5,0.0,1,0,0,41816.97
884,43001263,Ballard,591,Germany,Male,55,0,0.0,2,1,0,90631.35
885,79777950,Santana,569,Germany,Female,36,3,0.0,2,1,1,31248.82
886,30357412,Byrd,475,Germany,Male,23,9,52564.33,3,1,1,191505.45
887,91902875,Moore,407,France,Male,51,2,0.0,2,0,1,155747.63
888,71569657,Alexander,497,France,Female,35,8,167012.91,1,1,0,147344.49
889,92583823,Reed,825,France,Male,30,2,0.0,1,1,0,138041.33
890,43056678,Matthews,805,Spain,Male,58,5,0.0,2,0,0,84667.29
891,48406465,Fowler,666,Spain,Male,40,0,0.0,1,1,1,184656.48
892,59701669,Coleman,732,France,Female,36,5,121026.47,1,1,1,14583.4
893,67472088,Wright,710,France,Female,62,3,0.0,2,1,0,160651.81
894,30089955,Bruce,772,France,Female,28,7,37637.39,2,1,0,43046.55
895,57122424,Gonzalez,350,Spain,Male,18,10,148772.41,2,1,1,64805.59
896,86805201,Cruz,736,Spain,Male,41,8,231834.3,1,0,1,103885.95
897,58519009,Webb,810,France,Female,79,3,0.0,2,1,1,156531.0
898,67585152,Young,697,France,Male,71,9,212751.42,1,0,0,167706.98
899,95808324,Armstrong,539,France,Male,24,9,231074.53,2,1,0,116746.45
900,58890445,Andrews,540,Germany,Female,42,5,0.0,1,0,0,80607.1
901,77043103,Haney,718,Germany,Male,38,0,189083.11,3,1,0,189300.48
902,12969137,Phillips,758,France,Male,32,3,92633.93,1,1,1,49304.26
903,14933574,Spence,661,Spain,Male,18,6,0.0,1,0,1,160618.92
904,19787763,Barrett,766,Germany,Male,29,0,0.0,2,1,1,122409.92
905,39883471,Hill,771,France,Male,75,7,184026.68,2,0,0,75379.0
906,76139422,Knight,466,Germany,Male,24,9,0.0,1,1,1,273.6
907,24551858,Jennings,483,France,Female,32,10,30109.83,2,1,1,89319.86
908,18766011,Garner,407,Spain,Female,38,5,206616.21,1,0,1,55344.0
909,35130420,Williams,393,France,Male,36,4,228452.0,3,0,1,20869.32
910,62756167,Obrien,522,France,Female,77,9,182616.26,2,1,1,15031.71
911,94914592,Crawford,509,Germany,Female,46,10,0.0,1,0,0,69511.67
912,56924413,Strong,522,Germany,Female,42,8,0.0,2,1,1,122951.48
913,84145832,Mitchell,666,France,Male,50,1,0.0,1,1,1,167503.86
914,92415192,Lindsey,652,Spain,Female,66,4,192478.77,1,1,0,36712.65
915,39929513,Lawson,498,France,Male,49,5,150140.63,4,1,0,84928.79
916,37900535,Gomez,429,France,Female,66,6,0.0,2,1,1,78391.23
917,83956810,Fields,723,Spain,Female,52,4,34872.81,1,1,1,102678.8
918,73991840,Oliver,562,France,Male,61,8,23303.92,1,0,1,161917.45
919,19528595,Byrd,552,France,Female,55,0,43898.49,1,0,1,110729.04
920,35713753,Le,601,Germany,Male,43,6,0.0,4,0,0,169330.98
921,26028263,Hopkins,578,France,Female,28,9,230132.94,1,0,1,103710.35
922,92597387,Massey,513,Spain,Female,52,6,80787.0,1,0,0,120769.47
923,46667551,Fuller,576,France,Female,25,3,0.0,1,1,1,87476.65
924,27082272,Berger,496,Germany,Female,63,8,106870.21,1,1,1,164619.12
925,27283529,Lucas,369,France,Male,31,10,0.0,1,1,1,184765.44
926,62538458,Parker,790,France,Male,27,4,0.0,1,0,0,127828.95
927,97654980,Alexander,751,Germany,Female,19,3,73895.56,1,1,1,164156.49
928,82016091,Riley,396,Germany,Male,63,6,0.0,1,1,1,11800.67
929,70068218,Oconnor,582,Spain,Female,26,3,240904.5,3,1,0,181222.35
930,75936289,Davis,654,France,Male,20,2,22617.86,1,1,1,37785.01
931,98773571,Phillips,363,Germany,Male,38,8,0.0,2,1,0,51304.09
932,52120337,Burgess,492,France,Male,43,10,0.0,2,1,1,10666.01
933,46344040,Thompson,764,Germany,Female,25,7,93467.78,2,1,0,193080.02
934,43358745,Anderson,350,Germany,Male,65,0,119218.15,3,0,0,170402.17
935,95326057,Ryan,722,France,Male,19,6,228791.9,1,1,0,182636.92
936,35496277,Mata,403,Germany,Female,23,8,0.0,1,1,1,169443.23
937,72853486,Schmidt,723,France,Female,45,7,234154.71,1,0,0,95906.11
938,94496864,Mcintyre,608,Germany,Female,70,7,0.0,1,1,0,184816.39
939,48434364,Rivas,493,Germany,Male,46,5,31495.85,2,1,1,193894.56
940,49538026,Scott,820,France,Male,43,10,218550.19,2,1,0,100513.4
941,61092045,Summers,790,Spain,Male,42,3,132197.91,3,0,1,35124.96
942,64636030,Olson,808,France,Male,29,7,0.0,1,1,1,131724.5
943,35076830,Drake,361,Spain,Male,22,2,63667.03,3,1,0,195087.66
944,93625801,Francis,679,France,Male,51,8,0.0,1,1,0,174429.37
945,52386132,Morgan,573,Spain,Female,65,1,0.0,1,0,1,172363.04
946,46534063,Wilson,621,France,Male,54,1,0.0,1,1,0,186763.6
947,24808927,Mccarty,805,France,Male,32,6,136036.93,2,1,0,178790.45
948,91829406,Taylor,707,Spain,Male,61,9,0.0,1,1,0,155256.33
949,24839638,Levy,809,France,Female,53,3,216143.76,3,0,0,143654.57
950,27552344,Dalton,757,France,Male,32,9,150255.02,3,1,1,52953.43
951,51170002,Ramsey,505,Spain,Female,60,7,74025.3,3,1,1,124268.0
952,21150382,Whitney,722,Germany,Male,65,8,0.0,1,0,0,104297.72
953,42510343,Coffey,357,Germany,Female,40,6,0.0,3,1,1,172388.82
954,24938496,Ballard,471,France,Female,23,4,31734.27,2,1,0,98342.51
955,48906236,Diaz,697,Germany,Female,63,7,0.0,1,1,0,25548.55
956,64262860,Gibbs,513,France,Male,67,3,84259.07,1,1,0,994.5
957,74369922,Smith,439,Spain,Female,61,1,35059.69,1,0,0,135574.62
958,69798437,Herrera,485,Germany,Male,76,10,121900.79,1,1,1,109981.68
959,17935922,Gibson,535,Germany,Female,60,5,183533.71,2,1,0,66192.58
960,85469198,Chambers,665,France,Male,62,8,0.0,4,1,1,33794.43
961,85130979,Chambers,527,Spain,Female,38,0,66843.87,1,1,0,93343.06
962,53191796,Richards,377,Germany,Female,40,10,107540.45,2,0,1,20057.29
963,88459262,Carson,569,Spain,Male,60,9,187343.31,4,1,1,67221.7
964,57114946,Bentley,706,France,Female,72,6,14447.5,1,1,1,75842.38
965,87687999,Rodriguez,390,Spain,Male,33,9,201246.78,3,1,1,93123.74
966,50550276,Hall,577,Germany,Female,64,8,248922.63,2,1,0,93324.15
967,34709383,Johnson,541,France,Female,70,9,92047.78,2,1,1,51401.13
968,11670411,Henson,760,France,Male,77,8,0.0,1,0,0,170042.2
969,28131775,Hoffman,796,France,Male,32,9,175939.85,2,0,1,71108.7
970,55849205,Herman,494,France,Male,42,10,79686.85,1,0,1,45917.46
971,22098297,Walker,550,France,Female,53,2,131773.54,2,1,1,35161.98
972,91664194,Brown,766,France,Male,28,10,0.0,1,0,0,64515.68
973,30236849,Colon,850,Germany,Male,68,4,165890.31,3,0,1,13510.58
974,88128534,Blankenship,561,Germany,Female,32,7,0.0,1,1,0,6581.5
975,70865831,Turner,810,France,Male,21,7,0.0,1,0,0,121028.44
976,49364473,Ortiz,569,Spain,Male,38,3,0.0,2,1,0,123829.43
977,61091552,Taylor,589,Spain,Female,30,10,0.0,1,1,1,105917.64
978,53039181,Shah,762,France,Female,39,10,102013.09,2,0,1,152457.04
979,99792126,Torres,746,France,Female,36,0,0.0,4,1,1,7830.11
980,67410293,Vasquez,395,Germany,Female,51,0,67652.66,2,0,1,187194.62
981,70254294,Davis,384,Germany,Female,31,3,0.0,1,1,1,19013.02
982,21424734,Clay,602,Germany,Male,78,5,0.0,2,1,1,134804.6
983,35172044,Taylor,739,Germany,Female,21,7,140553.55,2,0,1,26679.32
984,12991992,Chavez,431,France,Female,65,5,0.0,2,0,0,175981.09
985,90307915,Santiago,720,Spain,Female,70,8,0.0,1,1,1,102142.66
986,65236066,Paul,605,France,Male,69,8,0.0,1,0,0,16458.71
987,62259985,Bautista,546,France,Male,63,1,173428.79,2,0,0,123344.82
988,89819412,Barnes,652,France,Male,44,9,100204.59,1,1,1,1821.99
989,33569518,Newton,758,France,Male,46,0,157883.91,1,1,1,155204.44
990,88010345,Moore,799,Germany,Female,64,1,29105.22,1,1,0,130117.0
991,28640512,Perry,359,Germany,Female,45,4,0.0,2,1,0,42524.95
992,37861756,Garcia,661,Spain,Female,52,3,60446.07,3,1,1,74950.18
993,76457001,Burns,635,France,Male,25,3,229330.31,2,0,0,1561.34
994,54097518,Russell,591,Spain,Female,33,8,21278.2,1,1,0,138736.76
995,58200470,Lynn,600,Germany,Male,59,10,235330.47,1,1,0,64533.63
996,39060429,Johnson,714,France,Male,53,7,166908.82,4,1,0,114317.78
997,69069962,Wood,354,Spain,Male,47,5,69711.3,4,1,1,191345.53
998,92911814,Ramos,468,Germany,Female,35,0,68932.15,3,0,1,59893.34
999,73296158,Sampson,638,France,Female,19,1,134609.67,2,0,0,198047.58
1000,31778969,Foley,723,Spain,Female,66,5,206392.12,1,1,0,126545.68
1001,24206113,Garcia,414,Germany,Female,30,10,149491.71,2,1,0,48417.73
1002,39798829,Jennings,495,Germany,Male,21,1,0.0,1,1,1,87355.58
1003,63560933,Stephens,573,Spain,Female,43,9,14667.53,1,0,1,148090.62
1004,98090756,Levine,588,France,Male,42,4,0.0,2,1,0,89295.58
1005,39860028,Howard,526,Germany,Male,47,4,215239.68,1,1,0,13701.51
1006,48082213,Sanders,616,Germany,Male,28,5,22595.61,1,1,0,33720.73
1007,28663996,Lopez,690,France,Male,24,5,208642.05,1,1,1,158259.55
1008,67651049,Martinez,631,France,Male,48,5,47165.82,1,1,0,129674.62
1009,14909334,Charles,412,Spain,Male,61,1,0.0,3,0,0,113965.1
1010,43234349,Gibson,566,France,Male,27,9,92744.74,1,1,0,33524.39
1011,77204720,Bates,691,Germany,Female,56,2,79392.81,1,1,0,167551.49
1012,18052546,May,664,Spain,Female,30,5,228003.33,1,0,0,192148.02
1013,61124187,Harper,632,France,Male,48,7,118857.47,1,0,1,8177.42
1014,35388192,Smith,526,France,Female,24,10,90078.61,1,1,1,15606.37
1015,98902377,Buchanan,810,France,Female,80,0,96078.73,2,1,1,176944.9
1016,64733698,Sanchez,766,Germany,Female,73,0,0.0,1,1,0,163110.45
1017,95625284,Martinez,447,Spain,Female,66,10,0.0,2,0,1,123586.89
1018,19862008,Cunningham,454,Germany,Male,59,1,233909.59,4,1,0,188993.04
1019,74500562,Jones,448,France,Female,78,10,58499.42,2,1,1,129286.12
1020,66598697,Hubbard,734,Germany,Male,59,5,244260.65,1,1,1,43197.06
1021,24062397,Clark,754,Germany,Male,73,8,0.0,1,1,0,145728.46
1022,46389944,Robinson,845,France,Female,53,3,74605.54,3,1,0,129142.07
1023,60980079,Kane,660,Germany,Female,37,2,146423.67,2,1,0,197148.94
1024,66251136,Murphy,355,France,Male,21,7,55001.07,2,1,1,42779.15
1025,88877029,Hernandez,825,Spain,Male,71,10,0.0,3,1,0,119576.99
1026,10805064,Lester,814,France,Female,24,9,0.0,3,1,1,156033.5
1027,42553403,Smith,546,France,Female,71,8,59945.45,3,1,1,67796.62
1028,94160324,Garrison,700,Spain,Male,18,10,32471.89,2,1,1,75935.92
1029,21844410,Thomas,482,Germany,Female,61,4,0.0,1,1,0,177580.37
1030,22518701,Anderson,707,France,Male,73,8,0.0,4,1,0,80838.98
1031,74802593,King,608,Spain,Male,62,1,26989.94,2,1,0,124946.57
1032,52412132,Thompson,786,Germany,Male,59,2,15769.9,1,1,1,177847.63
1033,60410592,Guerrero,372,France,Male,64,6,86813.61,2,1,1,41965.32
1034,98696313,Johnson,834,Germany,Female,76,6,0.0,2,1,0,196375.46
1035,17961240,Smith,402,Spain,Male,30,5,118942.27,3,1,1,140390.71
1036,98999349,Tyler,514,Germany,Male,72,5,245935.53,2,0,1,99224.34
1037,57752570,Young,551,France,Female,39,1,0.0,1,1,1,86184.11
1038,19433341,Morris,807,Germany,Female,71,9,141251.48,4,0,0,190872.92
1039,37029442,Thompson,432,Germany,Male,38,5,187808.62,2,0,1,41144.97
1040,76013932,Williams,494,Spain,Female,39,3,223845.2,2,1,1,62336.65
1041,81573029,Harmon,434,France,Female,45,2,164676.41,1,0,0,61558.55
1042,28035731,Fox,427,Germany,Male,26,10,0.0,1,1,0,57801.27
1043,51105008,Reese,806,France,Female,43,1,81969.82,2,0,0,93707.61
1044,31559830,Alvarez,715,Germany,Female,26,0,204056.93,1,0,0,197835.85
1045,79390756,Strickland,350,Spain,Female,32,10,244799.39,1,1,0,177757.35
1046,92889149,Palmer,400,France,Female,27,10,202128.67,2,1,0,65589.91
1047,75932792,Rodriguez,522,France,Female,41,4,129340.93,1,1,1,84574.02
1048,50411044,Gordon,554,Germany,Male,75,1,214877.09,1,1,1,133896.15
1049,86644087,Dougherty,609,Germany,Female,74,1,0.0,1,0,1,3430.34
1050,80432044,Williams,795,France,Male,78,6,142084.31,1,1,1,164030.73
1051,84847840,Logan,798,Germany,Male,59,7,61168.94,2,1,0,175959.61
1052,61915398,Camacho,718,Spain,Female,25,9,0.0,1,1,1,171440.07
1053,30395774,Boyd,837,Germany,Female,41,7,0.0,1,1,0,75010.88
1054,97232789,Ellis,637,Germany,Female,33,3,137024.19,2,1,0,92399.9
1055,24858372,Maynard,383,France,Female,66,0,218452.68,4,1,1,2477.66
1056,53104381,Brown,697,Spain,Female,43,10,0.0,2,1,1,79879.07
1057,12066776,Mendoza,444,France,Female,44,6,192217.36,1,1,0,92085.36
1058,78442673,Morales,421,France,Female,54,0,159164.49,1,1,0,181394.86
1059,98001141,Parks,388,France,Female,21,10,101711.9,3,0,0,178797.53
1060,80195259,Henry,503,Germany,Female,67,3,206125.85,1,1,0,193219.41
1061,71531772,Browning,599,Spain,Female,41,7,248383.65,2,1,1,177021.0
1062,61630546,Jones,511,France,Female,36,1,0.0,1,1,0,1640.14
1063,31222003,Miller,787,Spain,Female,53,5,161940.43,1,1,1,128292.17
1064,89694214,Franklin,467,Spain,Male,77,5,62259.69,2,0,0,13647.54
1065,33423911,Jones,608,Germany,Female,56,8,117412.45,2,1,0,54518.86
1066,32725818,Hill,728,Spain,Male,27,4,0.0,2,1,0,115661.53
1067,90157169,Schultz,655,France,Male,42,9,164345.04,1,0,1,140122.76
1068,61762536,Kelley,617,France,Female,35,3,0.0,1,1,0,130926.41
1069,45440438,Nguyen,798,Spain,Male,36,4,0.0,2,1,1,9811.67
1070,84966847,Vang,403,France,Female,53,9,150471.24,2,1,1,20720.77
1071,71522599,Schmidt,585,France,Female,27,10,183948.87,1,1,1,25717.36
1072,99075646,Chavez,738,Germany,Male,50,4,167907.88,1,1,0,18282.88
1073,25665281,Jacobs,827,Spain,Female,72,7,0.0,1,0,1,35646.88
1074,68302414,Garcia,571,Germany,Male,67,9,143641.29,4,1,1,137697.56
1075,11033687,Miles,600,France,Male,22,7,120089.23,2,1,0,166167.45
1076,41786606,Farrell,662,France,Female,64,1,72996.4,3,0,0,81762.78
1077,86073907,Curtis,750,Spain,Male,66,6,239092.92,1,1,1,138556.3
1078,43105544,Mack,461,France,Male,52,7,209052.44,4,1,1,40003.25
1079,44629523,Le,604,France,Female,61,10,56069.31,1,1,0,194656.03
1080,67892050,Lewis,652,France,Male,51,5,21918.76,2,1,1,69999.5
1081,32602385,Hayes,756,Germany,Female,50,4,118066.43,2,1,1,169173.38
1082,12068051,Perez,556,France,Female,72,10,0.0,1,1,1,189073.27
1083,29588125,Morgan,578,France,Female,38,8,163691.38,1,1,0,172942.79
